PeakID (cmd=annotatePeaks.pl /jet/home/bpaliwal/LiverOCRAnalysis/LiverOCRAnalysis/results/classification_results/raw_results/mouse_mapped_from_human_promoters.bed /ocean/projects/bio230007p/ikaplow/MouseGenomeInfo/mm10.fa -gtf /ocean/projects/bio230007p/bpaliwal/MouseGenomeInfo/gencode.vM10.annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1-486	chr1	172310119	172310329	+	172309354	NA	intron (ENSMUST00000139528.7, intron 3 of 8)	-intron (ENSMUST00000139528.7, intron 3 of 8)	-1547	ENSMUST00000085912.9	ENSMUSG00000038034	ENSMUST00000085912			Igsf8			
chr1-485	chr1	172216926	172217732	+	172215800	NA	intron (ENSMUST00000003554.10, intron 2 of 10)	-intron (ENSMUST00000003554.10, intron 2 of 10)	2386	ENSMUST00000170700.1	ENSMUSG00000007122	ENSMUST00000170700			Casq1			
chr1-484	chr1	172205820	172206972	+	172204112	NA	intron (ENSMUST00000155109.1, intron 1 of 3)	-intron (ENSMUST00000013842.11, intron 1 of 3)	301	ENSMUST00000155109.1	ENSMUSG00000013698	ENSMUST00000152432			Pea15a			
chr1-482	chr1	172205820	172206972	+	172204112	NA	intron (ENSMUST00000155109.1, intron 1 of 3)	-intron (ENSMUST00000013842.11, intron 1 of 3)	301	ENSMUST00000155109.1	ENSMUSG00000013698	ENSMUST00000152432			Pea15a			
chr1-483	chr1	172205820	172206972	+	172204112	NA	intron (ENSMUST00000155109.1, intron 1 of 3)	-intron (ENSMUST00000013842.11, intron 1 of 3)	301	ENSMUST00000155109.1	ENSMUSG00000013698	ENSMUST00000152432			Pea15a			
chr1-479	chr1	172147792	172149000	+	172148067	NA	promoter-TSS (ENSMUST00000192031.1)	-promoter-TSS (ENSMUST00000192031.1)	218	ENSMUST00000074144.10	ENSMUSG00000026554	ENSMUST00000195011			Dcaf8			
chr1-478	chr1	172147792	172149000	+	172148067	NA	promoter-TSS (ENSMUST00000192031.1)	-promoter-TSS (ENSMUST00000192031.1)	218	ENSMUST00000074144.10	ENSMUSG00000026554	ENSMUST00000195011			Dcaf8			
chr1-481	chr1	172147792	172149000	+	172148067	NA	promoter-TSS (ENSMUST00000192031.1)	-promoter-TSS (ENSMUST00000192031.1)	218	ENSMUST00000074144.10	ENSMUSG00000026554	ENSMUST00000195011			Dcaf8			
chr1-480	chr1	172147792	172149000	+	172148067	NA	promoter-TSS (ENSMUST00000192031.1)	-promoter-TSS (ENSMUST00000192031.1)	218	ENSMUST00000074144.10	ENSMUSG00000026554	ENSMUST00000195011			Dcaf8			
chr2-586	chr2	171943300	171944011	+	171942540	NA	Intergenic	Intergenic	18476	ENSMUST00000151904.1	ENSMUSG00000086823	ENSMUST00000125465			1700028P15Rik			
chr2-585	chr2	171942731	171943193	+	171942540	NA	Intergenic	Intergenic	19169	ENSMUST00000151904.1	ENSMUSG00000086823	ENSMUST00000125465			1700028P15Rik			
chr1-477	chr1	171559006	171559392	+	171559627	NA	promoter-TSS (ENSMUST00000004829.12)	-promoter-TSS (ENSMUST00000004829.12)	5	ENSMUST00000194170.1	ENSMUSG00000004709	ENSMUST00000194797			Cd244			
chr1-476	chr1	171463698	171464266	+	171462446	NA	TTS (ENSMUST00000155913.1)	-TTS (ENSMUST00000155913.1)	1132	ENSMUST00000155913.1	ENSMUSG00000038235	ENSMUST00000043839			F11r			
chr1-475	chr1	171388686	171389562	+	171386760	NA	TTS (ENSMUST00000006578.9)	-TTS (ENSMUST00000006578.9)	125	ENSMUST00000194914.1	ENSMUSG00000048865	ENSMUST00000131607			Arhgap30			
chr1-474	chr1	171345129	171346244	+	171345689	NA	promoter-TSS (ENSMUST00000006579.4)	-promoter-TSS (ENSMUST00000006579.4)	16	ENSMUST00000135941.7	ENSMUSG00000006412	ENSMUST00000006579			Pfdn2			
chr1-471	chr1	171345129	171346244	+	171345689	NA	promoter-TSS (ENSMUST00000006579.4)	-promoter-TSS (ENSMUST00000006579.4)	16	ENSMUST00000135941.7	ENSMUSG00000006412	ENSMUST00000006579			Pfdn2			
chr1-472	chr1	171345129	171346244	+	171345689	NA	promoter-TSS (ENSMUST00000006579.4)	-promoter-TSS (ENSMUST00000006579.4)	16	ENSMUST00000135941.7	ENSMUSG00000006412	ENSMUST00000006579			Pfdn2			
chr1-473	chr1	171345129	171346244	+	171345689	NA	promoter-TSS (ENSMUST00000006579.4)	-promoter-TSS (ENSMUST00000006579.4)	16	ENSMUST00000135941.7	ENSMUSG00000006412	ENSMUST00000006579			Pfdn2			
chr1-470	chr1	171328710	171329901	+	171328135	NA	promoter-TSS (ENSMUST00000064950.10)	-promoter-TSS (ENSMUST00000064950.10)	-94	ENSMUST00000111299.7	ENSMUSG00000013973	ENSMUST00000127830			Dedd			
chr1-468	chr1	171262476	171263706	+	171265102	NA	Intergenic	Intergenic	-7237	ENSMUST00000064272.9	ENSMUSG00000052423	ENSMUST00000132890			B4galt3			
chr1-469	chr1	171262476	171263706	+	171265102	NA	Intergenic	Intergenic	-7237	ENSMUST00000064272.9	ENSMUSG00000052423	ENSMUST00000132890			B4galt3			
chr1-465	chr1	171246581	171248225	+	171246439	NA	promoter-TSS (ENSMUST00000013737.12)	-promoter-TSS (ENSMUST00000013737.12)	-281	ENSMUST00000136976.6	ENSMUSG00000013593	ENSMUST00000150108			Ndufs2			
chr1-467	chr1	171246581	171248225	+	171246439	NA	promoter-TSS (ENSMUST00000013737.12)	-promoter-TSS (ENSMUST00000013737.12)	-281	ENSMUST00000136976.6	ENSMUSG00000013593	ENSMUST00000150108			Ndufs2			
chr1-466	chr1	171246581	171248225	+	171246439	NA	promoter-TSS (ENSMUST00000013737.12)	-promoter-TSS (ENSMUST00000013737.12)	-281	ENSMUST00000136976.6	ENSMUSG00000013593	ENSMUST00000150108			Ndufs2			
chr1-464	chr1	171246581	171248225	+	171246439	NA	promoter-TSS (ENSMUST00000013737.12)	-promoter-TSS (ENSMUST00000013737.12)	-281	ENSMUST00000136976.6	ENSMUSG00000013593	ENSMUST00000150108			Ndufs2			
chr1-463	chr1	171238513	171238786	+	171238880	NA	TTS (ENSMUST00000191871.1)	-TTS (ENSMUST00000191871.1)	-1121	ENSMUST00000150108.7	ENSMUSG00000013593	ENSMUST00000150108			Ndufs2			
chr1-462	chr1	171195880	171196467	+	171197666	NA	promoter-TSS (ENSMUST00000111332.1)	-promoter-TSS (ENSMUST00000111332.1)	95	ENSMUST00000111332.1	ENSMUSG00000038370	ENSMUST00000111332			Pcp4l1			
chr1-461	chr1	171195880	171196467	+	171197666	NA	promoter-TSS (ENSMUST00000111332.1)	-promoter-TSS (ENSMUST00000111332.1)	95	ENSMUST00000111332.1	ENSMUSG00000038370	ENSMUST00000111332			Pcp4l1			
chr1-460	chr1	171164364	171164934	+	171165575	NA	Intergenic	Intergenic	4946	ENSMUST00000125565.1	ENSMUSG00000056569	ENSMUST00000070758			Mpz			
chr1-459	chr1	170907415	170908893	+	170907408	NA	intron (ENSMUST00000094337.1, intron 4 of 5)	-intron (ENSMUST00000094337.1, intron 4 of 5)	4787	ENSMUST00000094337.1	ENSMUSG00000070524	ENSMUST00000094337			Fcrlb			
chr1-458	chr1	170907415	170908893	+	170907408	NA	intron (ENSMUST00000094337.1, intron 4 of 5)	-intron (ENSMUST00000094337.1, intron 4 of 5)	4787	ENSMUST00000094337.1	ENSMUSG00000070524	ENSMUST00000094337			Fcrlb			
chr1-456	chr1	170907415	170908893	+	170907408	NA	intron (ENSMUST00000094337.1, intron 4 of 5)	-intron (ENSMUST00000094337.1, intron 4 of 5)	4787	ENSMUST00000094337.1	ENSMUSG00000070524	ENSMUST00000094337			Fcrlb			
chr1-457	chr1	170907415	170908893	+	170907408	NA	intron (ENSMUST00000094337.1, intron 4 of 5)	-intron (ENSMUST00000094337.1, intron 4 of 5)	4787	ENSMUST00000094337.1	ENSMUSG00000070524	ENSMUST00000094337			Fcrlb			
chr1-455	chr1	170898304	170898785	+	170899794	NA	Intergenic	Intergenic	-13004	ENSMUST00000027970.13	ENSMUSG00000026659	ENSMUST00000172042			Dusp12			
chr1-454	chr1	170459971	170460535	+	170458489	NA	intron (ENSMUST00000161966.7, intron 2 of 7)	-intron (ENSMUST00000159665.1, intron 2 of 3)	-5339	ENSMUST00000160816.7	ENSMUSG00000038473	ENSMUST00000162709			Nos1ap			
chr2-584	chr2	170342842	170343498	+	170341276	NA	Intergenic	Intergenic	6570	ENSMUST00000156657.7	ENSMUSG00000013523	ENSMUST00000154650			Bcas1			
chr2-583	chr2	170342842	170343498	+	170341276	NA	Intergenic	Intergenic	6570	ENSMUST00000156657.7	ENSMUSG00000013523	ENSMUST00000154650			Bcas1			
chr2-582	chr2	170306733	170307169	+	170305433	NA	Intergenic	Intergenic	21916	ENSMUST00000118388.1	ENSMUSG00000084013	ENSMUST00000118388			Gm14270			
chr1-451	chr1	170136494	170137919	+	170136371	NA	Intergenic	Intergenic	6507	ENSMUST00000161492.1	ENSMUSG00000026670	ENSMUST00000162253			Uap1			
chr1-452	chr1	170136494	170137919	+	170136371	NA	Intergenic	Intergenic	6507	ENSMUST00000161492.1	ENSMUSG00000026670	ENSMUST00000162253			Uap1			
chr1-453	chr1	170136494	170137919	+	170136371	NA	Intergenic	Intergenic	6507	ENSMUST00000161492.1	ENSMUSG00000026670	ENSMUST00000162253			Uap1			
chr1-450	chr1	170136494	170137919	+	170136371	NA	Intergenic	Intergenic	6507	ENSMUST00000161492.1	ENSMUSG00000026670	ENSMUST00000162253			Uap1			
chr1-448	chr1	169968990	169969531	+	169969506	NA	promoter-TSS (ENSMUST00000027989.12)	-promoter-TSS (ENSMUST00000027989.12)	-19	ENSMUST00000111353.3	ENSMUSG00000026675	ENSMUST00000027989			Hsd17b7			
chr1-449	chr1	169969001	169969508	+	169969506	NA	promoter-TSS (ENSMUST00000027989.12)	-promoter-TSS (ENSMUST00000027989.12)	-13	ENSMUST00000111353.3	ENSMUSG00000026675	ENSMUST00000027989			Hsd17b7			
chr2-581	chr2	169804412	169804795	+	169803934	NA	intron (ENSMUST00000181446.7, intron 1 of 2)	-intron (ENSMUST00000109157.1, intron 1 of 1)	-80290	ENSMUST00000123300.2	ENSMUSG00000047907	ENSMUST00000109157			Tshz2			
chr2-579	chr2	168589126	168590784	+	168590251	NA	intron (ENSMUST00000137451.1, intron 1 of 6)	-intron (ENSMUST00000029057.12, intron 1 of 6)	236	ENSMUST00000029057.12	ENSMUSG00000027544	ENSMUST00000029057			Nfatc2			
chr2-580	chr2	168589126	168590784	+	168590251	NA	intron (ENSMUST00000137451.1, intron 1 of 6)	-intron (ENSMUST00000029057.12, intron 1 of 6)	236	ENSMUST00000029057.12	ENSMUSG00000027544	ENSMUST00000029057			Nfatc2			
chr2-578	chr2	167851643	167851957	+	167852448	NA	Intergenic	Intergenic	-6785	ENSMUST00000142937.1	ENSMUSG00000085411	ENSMUST00000142937			Gm14319			
chr2-577	chr2	167851463	167851938	+	167852448	NA	Intergenic	Intergenic	-6885	ENSMUST00000142937.1	ENSMUSG00000085411	ENSMUST00000142937			Gm14319			
chr2-576	chr2	167823474	167824005	+	167822083	NA	Intergenic	Intergenic	9907	ENSMUST00000143649.1	ENSMUSG00000087684	ENSMUST00000143649			1200007C13Rik			
chr2-575	chr2	167823474	167823849	+	167822083	NA	Intergenic	Intergenic	9985	ENSMUST00000143649.1	ENSMUSG00000087684	ENSMUST00000143649			1200007C13Rik			
chr2-572	chr2	167687622	167688182	+	167689111	NA	intron (ENSMUST00000148262.1, intron 1 of 5)	-intron (ENSMUST00000148262.1, intron 1 of 5)	-1013	ENSMUST00000070642.3	ENSMUSG00000056501	ENSMUST00000070642			Cebpb			
chr2-574	chr2	167688571	167689343	+	167689111	NA	promoter-TSS (ENSMUST00000070642.3)	-promoter-TSS (ENSMUST00000070642.3)	42	ENSMUST00000070642.3	ENSMUSG00000056501	ENSMUST00000070642			Cebpb			
chr2-573	chr2	167688571	167689343	+	167689111	NA	promoter-TSS (ENSMUST00000070642.3)	-promoter-TSS (ENSMUST00000070642.3)	42	ENSMUST00000070642.3	ENSMUSG00000056501	ENSMUST00000070642			Cebpb			
chr2-571	chr2	167503330	167503859	+	167504028	NA	exon (ENSMUST00000078050.6, exon 1 of 6)	-exon (ENSMUST00000078050.6, exon 1 of 6)	148	ENSMUST00000127939.1	ENSMUSG00000006418	ENSMUST00000078050			Rnf114			
chr2-570	chr2	167486054	167486650	+	167486283	NA	promoter-TSS (ENSMUST00000147051.1)	-promoter-TSS (ENSMUST00000147051.1)	-522	ENSMUST00000147051.1	ENSMUSG00000047030	ENSMUST00000109211			Spata2			
chr1-447	chr1	167114414	167115079	+	167112636	NA	Intergenic	Intergenic	-26409	ENSMUST00000192761.1	ENSMUSG00000102870	ENSMUST00000192761			Gm17868			
chr2-569	chr2	166905055	166906898	+	166905392	NA	promoter-TSS (ENSMUST00000002790.13)	-promoter-TSS (ENSMUST00000002790.13)	-64	ENSMUST00000171410.7	ENSMUSG00000002718	ENSMUST00000164974			Cse1l			
chr2-568	chr2	166905055	166906898	+	166905392	NA	promoter-TSS (ENSMUST00000002790.13)	-promoter-TSS (ENSMUST00000002790.13)	-64	ENSMUST00000171410.7	ENSMUSG00000002718	ENSMUST00000164974			Cse1l			
chr2-567	chr2	166115859	166116489	+	166115827	NA	intron (ENSMUST00000139266.1, intron 3 of 4)	-intron (ENSMUST00000088086.3, intron 3 of 20)	-38055	ENSMUST00000143996.1	ENSMUSG00000006800	ENSMUST00000133395			Sulf2			
chr2-566	chr2	166031096	166031550	+	166031616	NA	intron (ENSMUST00000109252.7, intron 1 of 22)	-intron (ENSMUST00000088095.5, intron 1 of 22)	-16595	ENSMUST00000153507.1	ENSMUSG00000027678	ENSMUST00000088095			Ncoa3			
chr1-446	chr1	165769294	165769522	+	165769186	NA	promoter-TSS (ENSMUST00000040298.4)	-promoter-TSS (ENSMUST00000040298.4)	-68	ENSMUST00000040298.4	ENSMUSG00000040713	ENSMUST00000111432			Creg1			
chr1-445	chr1	165633947	165635362	+	165637204	NA	promoter-TSS (ENSMUST00000068705.12)	-promoter-TSS (ENSMUST00000068705.12)	-116	ENSMUST00000193023.1	ENSMUSG00000026566	ENSMUST00000111435			Mpzl1			
chr1-444	chr1	165633947	165635362	+	165637204	NA	promoter-TSS (ENSMUST00000068705.12)	-promoter-TSS (ENSMUST00000068705.12)	-116	ENSMUST00000193023.1	ENSMUSG00000026566	ENSMUST00000111435			Mpzl1			
chr1-443	chr1	165324901	165325416	+	165325567	NA	exon (ENSMUST00000111450.2, exon 6 of 6)	-exon (ENSMUST00000111450.2, exon 6 of 6)	22535	ENSMUST00000111450.2	ENSMUSG00000040836	ENSMUST00000111450			Gpr161			
chr1-442	chr1	165324305	165324691	+	165325567	NA	exon (ENSMUST00000111450.2, exon 6 of 6)	-exon (ENSMUST00000111450.2, exon 6 of 6)	21875	ENSMUST00000111450.2	ENSMUSG00000040836	ENSMUST00000111450			Gpr161			
chr1-441	chr1	165322005	165322409	+	165321359	NA	TTS (ENSMUST00000178700.7)	-TTS (ENSMUST00000178700.7)	19584	ENSMUST00000111450.2	ENSMUSG00000040836	ENSMUST00000111450			Gpr161			
chr1-440	chr1	164999336	165000048	+	165001905	NA	Intergenic	Intergenic	-24653	ENSMUST00000116911.1	ENSMUSG00000080561	ENSMUST00000116911			Gm26042			
chr1-438	chr1	164965877	164966620	+	164965423	NA	Intergenic	Intergenic	5325	ENSMUST00000187517.1	ENSMUSG00000101189	ENSMUST00000187300			1700029M03Rik			
chr1-439	chr1	164965877	164966620	+	164965423	NA	Intergenic	Intergenic	5325	ENSMUST00000187517.1	ENSMUSG00000101189	ENSMUST00000187300			1700029M03Rik			
chr2-565	chr2	164953053	164953653	+	164953426	NA	exon (ENSMUST00000017881.2, exon 11 of 13)	-exon (ENSMUST00000017881.2, exon 11 of 13)	-1033	ENSMUST00000144917.1	ENSMUSG00000017737	ENSMUST00000144917			Mmp9			
chr2-563	chr2	164804408	164805481	+	164802721	NA	promoter-TSS (ENSMUST00000017451.6)	-promoter-TSS (ENSMUST00000017451.6)	-62	ENSMUST00000103094.10	ENSMUSG00000017307	ENSMUST00000103094			Acot8			
chr2-564	chr2	164804408	164805481	+	164802721	NA	promoter-TSS (ENSMUST00000017451.6)	-promoter-TSS (ENSMUST00000017451.6)	-62	ENSMUST00000103094.10	ENSMUSG00000017307	ENSMUST00000103094			Acot8			
chr1-436	chr1	164628722	164629592	+	164631537	NA	Intergenic	Intergenic	-2600	ENSMUST00000194406.1	ENSMUSG00000103383	ENSMUST00000194406			Gm37754			
chr1-437	chr1	164628722	164629592	+	164631537	NA	Intergenic	Intergenic	-2600	ENSMUST00000194406.1	ENSMUSG00000103383	ENSMUST00000194406			Gm37754			
chr2-562	chr2	164497141	164498060	+	164497965	NA	promoter-TSS (ENSMUST00000103101.10)	-promoter-TSS (ENSMUST00000103101.10)	39	ENSMUST00000152522.7	ENSMUSG00000017721	ENSMUST00000103101			Pigt			
chr2-561	chr2	164465621	164466284	+	164463841	NA	TTS (ENSMUST00000072452.10)	-TTS (ENSMUST00000072452.10)	4643	ENSMUST00000125086.1	ENSMUSG00000045503	ENSMUST00000125086			Sys1			
chr1-434	chr1	164457853	164459021	+	164459317	NA	promoter-TSS (ENSMUST00000027863.12)	-promoter-TSS (ENSMUST00000027863.12)	-82	ENSMUST00000027863.12	ENSMUSG00000026576	ENSMUST00000193980			Atp1b1			
chr1-435	chr1	164457853	164459021	+	164459317	NA	promoter-TSS (ENSMUST00000027863.12)	-promoter-TSS (ENSMUST00000027863.12)	-82	ENSMUST00000027863.12	ENSMUSG00000026576	ENSMUST00000193980			Atp1b1			
chr2-560	chr2	164456857	164457217	+	164455441	NA	promoter-TSS (ENSMUST00000109352.7)	-promoter-TSS (ENSMUST00000109352.7)	-51	ENSMUST00000155250.1	ENSMUSG00000045503	ENSMUST00000125086			Sys1			
chr2-558	chr2	164454887	164455508	+	164455441	NA	Intergenic	Intergenic	-1767	ENSMUST00000142347.1	ENSMUSG00000045503	ENSMUST00000125086			Sys1			
chr2-559	chr2	164455764	164456046	+	164455441	NA	Intergenic	Intergenic	-1059	ENSMUST00000142347.1	ENSMUSG00000045503	ENSMUST00000125086			Sys1			
chr2-556	chr2	164442500	164443423	+	164443855	NA	intron (ENSMUST00000142909.1, intron 1 of 4)	-intron (ENSMUST00000017153.3, intron 1 of 4)	225	ENSMUST00000017153.3	ENSMUSG00000017009	ENSMUST00000017153			Sdc4			
chr2-557	chr2	164442500	164443423	+	164443855	NA	intron (ENSMUST00000142909.1, intron 1 of 4)	-intron (ENSMUST00000017153.3, intron 1 of 4)	225	ENSMUST00000017153.3	ENSMUSG00000017009	ENSMUST00000017153			Sdc4			
chr2-555	chr2	164442500	164443423	+	164443855	NA	intron (ENSMUST00000142909.1, intron 1 of 4)	-intron (ENSMUST00000017153.3, intron 1 of 4)	225	ENSMUST00000017153.3	ENSMUSG00000017009	ENSMUST00000017153			Sdc4			
chr2-552	chr2	164436849	164437415	+	164438377	NA	intron (ENSMUST00000142909.1, intron 1 of 4)	-intron (ENSMUST00000017153.3, intron 1 of 4)	6054	ENSMUST00000017153.3	ENSMUSG00000017009	ENSMUST00000017153			Sdc4			
chr2-554	chr2	164438884	164439227	+	164438377	NA	intron (ENSMUST00000142909.1, intron 1 of 4)	-intron (ENSMUST00000017153.3, intron 1 of 4)	4131	ENSMUST00000017153.3	ENSMUSG00000017009	ENSMUST00000017153			Sdc4			
chr2-553	chr2	164438118	164438707	+	164438377	NA	intron (ENSMUST00000142909.1, intron 1 of 4)	-intron (ENSMUST00000017153.3, intron 1 of 4)	4774	ENSMUST00000017153.3	ENSMUSG00000017009	ENSMUST00000017153			Sdc4			
chr2-551	chr2	164431740	164432306	+	164430262	NA	intron (ENSMUST00000142909.1, intron 1 of 4)	-intron (ENSMUST00000017153.3, intron 1 of 4)	11163	ENSMUST00000017153.3	ENSMUSG00000017009	ENSMUST00000017153			Sdc4			
chr2-550	chr2	164431740	164432306	+	164430262	NA	intron (ENSMUST00000142909.1, intron 1 of 4)	-intron (ENSMUST00000017153.3, intron 1 of 4)	11163	ENSMUST00000017153.3	ENSMUSG00000017009	ENSMUST00000017153			Sdc4			
chr1-433	chr1	164076934	164077358	+	164076614	NA	intron (ENSMUST00000195358.1, intron 4 of 4)	-intron (ENSMUST00000027871.12, intron 8 of 8)	8184	ENSMUST00000195358.1	ENSMUSG00000026581	ENSMUST00000195358			Sell			
chr1-432	chr1	163994542	163995259	+	163994147	NA	promoter-TSS (ENSMUST00000045694.13)	-promoter-TSS (ENSMUST00000045694.13)	11	ENSMUST00000111490.1	ENSMUSG00000041396	ENSMUST00000045694			Mettl18			
chrX-206	chrX	162870422	162870910	+	162871825	NA	intron (ENSMUST00000033723.3, intron 5 of 8)	-intron (ENSMUST00000033723.3, intron 5 of 8)	4329	ENSMUST00000175011.1	ENSMUSG00000092752	ENSMUST00000175011			Mir3473a			
chrX-204	chrX	162759694	162761123	+	162759817	NA	promoter-TSS (ENSMUST00000033720.11)	-promoter-TSS (ENSMUST00000033720.11)	6	ENSMUST00000033720.11	ENSMUSG00000031353	ENSMUST00000112327			Rbbp7			
chrX-205	chrX	162759694	162761123	+	162759817	NA	promoter-TSS (ENSMUST00000033720.11)	-promoter-TSS (ENSMUST00000033720.11)	6	ENSMUST00000033720.11	ENSMUSG00000031353	ENSMUST00000112327			Rbbp7			
chr2-549	chr2	162659081	162659335	+	162658230	NA	intron (ENSMUST00000109445.8, intron 1 of 29)	-intron (ENSMUST00000109441.1, intron 1 of 30)	1886	ENSMUST00000109442.7	ENSMUSG00000053141	ENSMUST00000109441			Ptprt			
chr1-431	chr1	161912859	161913844	+	161914203	NA	Intergenic	Intergenic	21204	ENSMUST00000194266.1	ENSMUSG00000103158	ENSMUST00000194266			Gm31925			
chr1-429	chr1	161607124	161607777	+	161608257	NA	Intergenic	Intergenic	-54784	ENSMUST00000158728.1	ENSMUSG00000089353	ENSMUST00000158728			Gm25488			
chr1-430	chr1	161607124	161607777	+	161608257	NA	Intergenic	Intergenic	-54784	ENSMUST00000158728.1	ENSMUSG00000089353	ENSMUST00000158728			Gm25488			
chr1-428	chr1	160980246	160981239	+	160982127	NA	exon (ENSMUST00000193477.1, exon 1 of 1)	-exon (ENSMUST00000193477.1, exon 1 of 1)	2054	ENSMUST00000195760.1	ENSMUSG00000026715	ENSMUST00000195760			Serpinc1			
chr1-427	chr1	160980246	160981239	+	160982127	NA	exon (ENSMUST00000193477.1, exon 1 of 1)	-exon (ENSMUST00000193477.1, exon 1 of 1)	2054	ENSMUST00000195760.1	ENSMUSG00000026715	ENSMUST00000195760			Serpinc1			
chr1-426	chr1	160830984	160831496	+	160830491	NA	Intergenic	Intergenic	-7928	ENSMUST00000194822.1	ENSMUSG00000103631	ENSMUST00000194822			Gm38060			
chr2-548	chr2	160723508	160724253	+	160722589	NA	Intergenic	Intergenic	6411	ENSMUST00000150039.1	ENSMUSG00000070544	ENSMUST00000133262			Top1			
chrX-201	chrX	160598942	160601081	+	160597685	NA	Intergenic	Intergenic	42224	ENSMUST00000153907.1	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chrX-202	chrX	160598942	160601081	+	160597685	NA	Intergenic	Intergenic	42224	ENSMUST00000153907.1	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chrX-203	chrX	160598942	160601081	+	160597685	NA	Intergenic	Intergenic	42224	ENSMUST00000153907.1	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chrX-200	chrX	160598942	160601081	+	160597685	NA	Intergenic	Intergenic	42224	ENSMUST00000153907.1	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chrX-195	chrX	160501610	160502932	+	160500064	NA	promoter-TSS (ENSMUST00000033652.8)	-promoter-TSS (ENSMUST00000033652.8)	99	ENSMUST00000139587.7	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chrX-197	chrX	160501610	160502932	+	160500064	NA	promoter-TSS (ENSMUST00000033652.8)	-promoter-TSS (ENSMUST00000033652.8)	99	ENSMUST00000139587.7	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chrX-199	chrX	160501610	160502932	+	160500064	NA	promoter-TSS (ENSMUST00000033652.8)	-promoter-TSS (ENSMUST00000033652.8)	99	ENSMUST00000139587.7	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chrX-198	chrX	160501610	160502932	+	160500064	NA	promoter-TSS (ENSMUST00000033652.8)	-promoter-TSS (ENSMUST00000033652.8)	99	ENSMUST00000139587.7	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chrX-196	chrX	160501610	160502932	+	160500064	NA	promoter-TSS (ENSMUST00000033652.8)	-promoter-TSS (ENSMUST00000033652.8)	99	ENSMUST00000139587.7	ENSMUSG00000031295	ENSMUST00000146752			Phka2			
chr2-547	chr2	160210479	160210843	+	160209126	NA	Intergenic	Intergenic	102955	ENSMUST00000109475.2	ENSMUSG00000074623	ENSMUST00000099127			Gm826			
chr2-546	chr2	160152085	160152497	+	160153312	NA	Intergenic	Intergenic	135638	ENSMUST00000140319.1	ENSMUSG00000086653	ENSMUST00000140319			9130015L21Rik			
chr1-424	chr1	160044880	160045589	+	160046743	NA	promoter-TSS (ENSMUST00000193461.1)	-promoter-TSS (ENSMUST00000193461.1)	787	ENSMUST00000165923.1	ENSMUSG00000090394	ENSMUST00000060298			4930523C07Rik			
chr1-421	chr1	160044127	160044767	+	160046743	NA	promoter-TSS (ENSMUST00000060298.14)	-promoter-TSS (ENSMUST00000060298.14)	0	ENSMUST00000165923.1	ENSMUSG00000090394	ENSMUST00000060298			4930523C07Rik			
chr1-422	chr1	160044880	160045589	+	160046743	NA	promoter-TSS (ENSMUST00000193461.1)	-promoter-TSS (ENSMUST00000193461.1)	787	ENSMUST00000165923.1	ENSMUSG00000090394	ENSMUST00000060298			4930523C07Rik			
chr1-425	chr1	160047781	160047987	+	160046743	NA	TTS (ENSMUST00000191933.1)	-TTS (ENSMUST00000191933.1)	3437	ENSMUST00000165923.1	ENSMUSG00000090394	ENSMUST00000060298			4930523C07Rik			
